Customer_ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,2024-04-03
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,2024-04-08
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,2024-04-21
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly,2024-04-15
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,2024-04-05
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly,2024-04-09
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly,2024-04-16
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly,2024-04-06
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,2024-04-05
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,2024-04-07
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly,2024-04-18
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,2024-04-20
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly,2024-04-22
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually,2024-04-15
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,2024-04-05
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,2024-04-11
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,2024-04-17
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually,2024-04-04
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually,2024-04-03
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly,2024-04-22
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly,2024-04-08
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,2024-04-13
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,2024-04-22
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,2024-04-05
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,2024-04-20
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,2024-04-05
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,2024-04-16
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,2024-04-12
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,2024-04-07
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,2024-04-03
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,2024-04-23
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,2024-04-08
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,2024-04-03
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,2024-04-27
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,2024-04-06
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly,2024-04-19
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,2024-04-25
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,2024-04-03
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly,2024-04-30
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,2024-04-13
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly,2024-04-29
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,2024-04-23
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,2024-04-24
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,No,Express,Yes,Yes,34,Debit Card,Fortnightly,2024-04-21
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,2024-04-26
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly,2024-04-03
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,2024-04-18
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,2024-04-10
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly,2024-04-25
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,2024-04-06
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,2024-04-19
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly,2024-04-13
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,2024-04-23
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly,2024-04-04
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,2024-04-30
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually,2024-04-10
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,2024-04-18
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,2024-04-06
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly,2024-04-25
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,2024-04-11
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,2024-04-24
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly,2024-04-11
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,2024-04-12
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,2024-04-17
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly,2024-04-21
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly,2024-04-17
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months,2024-04-27
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly,2024-04-16
1123,70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually,2024-04-29
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly,2024-04-19
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly,2024-04-13
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly,2024-04-17
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly,2024-04-19
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly,2024-04-11
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,2024-04-16
1138,46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months,2024-04-01
1140,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42,Debit Card,Bi-Weekly,2024-04-06
1141,31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months,2024-04-11
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,2024-04-20
1143,69,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly,2024-04-14
1146,31,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,3.0,No,Express,Yes,Yes,30,Cash,Every 3 Months,2024-04-12
1151,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly,2024-04-30
1153,62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,Yes,8,PayPal,Every 3 Months,2024-04-09
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly,2024-04-23
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,47,PayPal,Quarterly,2024-04-10
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months,2024-04-05
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually,2024-04-13
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,2024-04-18
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Monthly,2024-04-18
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,13,PayPal,Weekly,2024-04-24
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly,2024-04-14
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,2024-04-24
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly,2024-04-15
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly,2024-04-12
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly,2024-04-26
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually,2024-04-20
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33,Cash,Bi-Weekly,2024-04-23
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually,2024-04-29
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly,2024-04-22
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,2024-04-21
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly,2024-04-15
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly,2024-04-12
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,2024-04-03
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,2024-04-25
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,2024-04-10
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,2024-04-18
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,2024-04-03
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,2024-04-15
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,2024-04-14
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,2024-04-21
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months,2024-04-11
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,2024-04-19
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months,2024-04-20
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,2024-04-24
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,2024-04-22
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,2024-04-11
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,2024-04-15
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,2024-04-12
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,2024-04-24
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,2024-04-01
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,2024-04-28
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly,2024-04-25
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,2024-04-27
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,2024-04-25
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,2024-04-21
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly,2024-04-14
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months,2024-04-16
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually,2024-04-08
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,22,Debit Card,Annually,2024-04-13
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,2024-04-04
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly,2024-04-07
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly,2024-04-04
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly,2024-04-22
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,2024-04-09
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly,2024-04-29
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,Yes,8,Cash,Quarterly,2024-04-20
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly,2024-04-01
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly,2024-04-26
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,2024-04-13
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,2024-04-23
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly,2024-04-29
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,2024-04-12
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly,2024-04-16
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,2024-04-30
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly,2024-04-09
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months,2024-04-04
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,2024-04-21
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually,2024-04-17
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually,2024-04-29
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,2024-04-02
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly,2024-04-05
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Express,Yes,Yes,5,Venmo,Quarterly,2024-04-25
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months,2024-04-19
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly,2024-04-08
1283,24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,No,Free Shipping,Yes,Yes,20,Venmo,Monthly,2024-04-08
1284,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months,2024-04-17
1290,35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,Yes,10,PayPal,Weekly,2024-04-05
1291,67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Annually,2024-04-27
1293,26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.9,No,Free Shipping,Yes,Yes,42,Bank Transfer,Annually,2024-04-06
1294,23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,Yes,30,Debit Card,Annually,2024-04-28
1304,34,Male,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,No,Next Day Air,Yes,Yes,10,Credit Card,Annually,2024-04-06
1305,64,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,No,2-Day Shipping,Yes,Yes,18,PayPal,Every 3 Months,2024-04-19
1308,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,No,Express,Yes,Yes,43,PayPal,Annually,2024-04-24
1309,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,Yes,14,Credit Card,Every 3 Months,2024-04-28
1314,70,Male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,2.6,No,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,2024-04-07
1315,42,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,No,Free Shipping,Yes,Yes,49,Debit Card,Annually,2024-04-18
1316,56,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,No,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly,2024-04-26
1324,58,Male,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,No,Standard,Yes,Yes,15,Debit Card,Every 3 Months,2024-04-18
1326,28,Male,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,No,Express,Yes,Yes,1,Cash,Monthly,2024-04-05
1327,40,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,4.6,No,Free Shipping,Yes,Yes,17,Cash,Monthly,2024-04-10
1328,52,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,No,Standard,Yes,Yes,37,Cash,Weekly,2024-04-11
1329,37,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,Yes,40,Bank Transfer,Weekly,2024-04-05
1330,70,Male,Gloves,Accessories,63,Texas,M,Indigo,Fall,3.3,No,Express,Yes,Yes,50,PayPal,Every 3 Months,2024-04-07
1335,46,Male,Coat,Outerwear,52,West Virginia,S,White,Spring,4.2,No,Store Pickup,Yes,Yes,12,Venmo,Monthly,2024-04-11
1336,56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,No,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,2024-04-18
1337,23,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,No,Store Pickup,Yes,Yes,44,Debit Card,Fortnightly,2024-04-28
1338,37,Male,Sweater,Clothing,86,Tennessee,L,Silver,Spring,3.4,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly,2024-04-14
1340,36,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,5.0,No,Next Day Air,Yes,Yes,5,Bank Transfer,Every 3 Months,2024-04-10
1344,68,Male,Sneakers,Footwear,56,Florida,M,Indigo,Spring,3.4,No,Standard,Yes,Yes,34,Bank Transfer,Monthly,2024-04-15
